"","title","year","test","clean_test","binary","budget_2013","domgross_2013","intgross_2013"
"1391","There&#39;s Something About Mary",1998,"ok","ok","PASS",31440911,252219917,514630544
"1392","Urban Legend",1998,"ok","ok","PASS",20007852,54473818,103714796
"1393","Vampires (John Carpenter&#39;s)",1998,"nowomen","nowomen","FAIL",28582646,28966833,28966833
"1394","Velvet Goldmine",1998,"men","men","FAIL",12862191,1506002,6948401
"1395","Wild Things",1998,"men-disagree","men","FAIL",28582646,42581425,79426456
"1396","You&#39;ve Got Mail",1998,"ok","ok","PASS",92893600,165524241,358426384
"1397","A Simple Wish",1997,"ok","ok","PASS",40634668,11849668,11849668
"1398","Air Bud",1997,"notalk","notalk","FAIL",4353714,35768573,40327947
"1399","Air Force One",1997,"notalk","notalk","FAIL",123355241,251000935,457529453
"1400","Alien: Resurrection",1997,"ok","ok","PASS",87074287,69361952,233213967
"1401","Anastasia",1997,"ok","ok","PASS",76915621,84757254,202885136
"1402","As Good as It Gets",1997,"ok","ok","PASS",72561906,215476950,455851198
"1403","Austin Powers: International Man of Mystery",1997,"men","men","FAIL",26122286,78198499,98225585
"1404","Batman &amp; Robin",1997,"men-disagree","men","FAIL",181404766,155754415,345855898
"1405","Boogie Nights",1997,"dubious-disagree","dubious","FAIL",21768572,38328318,62565379
"1406","Cats Don&#39;t Dance",1997,"ok","ok","PASS",46439620,5207916,5207916
"1407","Chasing Amy",1997,"ok","ok","PASS",362810,17424311,21993652
"1408","Cinderella",1997,"ok","ok","PASS",4208591,123355241,123355241
"1409","Clockwatchers",1997,"ok","ok","PASS",2902476,780691,783612
"1410","Con Air",1997,"notalk-disagree","notalk","FAIL",116099050,146745677,325247966
"1411","Conspiracy Theory",1997,"men","men","FAIL",116099050,110466780,207213175
"1412","Contact",1997,"ok","ok","PASS",130611431,146459429,240760405
"1413","Eve&#39;s Bayou",1997,"ok","ok","PASS",7256191,21541344,21541344
"1414","Event Horizon",1997,"ok","ok","PASS",87074287,38709226,38709226
"1415","Fever Pitch",1997,"ok","ok","PASS",58049525,61055139,72665044
"1416","Flubber",1997,"men","men","FAIL",116099050,134956149,258311390
"1417","G.I. Jane",1997,"ok","ok","PASS",72561906,69904916,69904916
"1418","Gattaca",1997,"notalk-disagree","notalk","FAIL",52244573,18188044,18188044
"1419","George of the Jungle",1997,"ok","ok","PASS",79818097,152762052,253187730
"1420","Good Will Hunting",1997,"nowomen-disagree","nowomen","FAIL",14512381,200899879,327883215
"1421","Grosse Pointe Blank",1997,"ok","ok","PASS",21768572,40757090,45090566
"1422","Hercules",1997,"ok-disagree","ok","PASS",101586669,143835260,363825398
"1423","I Know What You Did Last Summer",1997,"ok","ok","PASS",24671048,104852087,181767707
"1424","In the Company of Men",1997,"notalk","notalk","FAIL",36281,4184879,4184879
"1425","Jackie Brown",1997,"ok","ok","PASS",17414858,57575205,108447385
"1426","Kiss the Girls",1997,"men","men","FAIL",39183429,87840357,87840357
"1427","L.A. Confidential",1997,"notalk","notalk","FAIL",50793334,93757206,160514159
"1428","Liar Liar",1997,"notalk-disagree","notalk","FAIL",65305716,263270001,439305185
"1429","Men in Black",1997,"notalk","notalk","FAIL",130611431,363811668,853024040
"1430","Mononoke-hime",1997,"ok","ok","PASS",29024763,3445395,218193652
"1431","Mortal Kombat: Annihilation",1997,"ok","ok","PASS",43537144,52139221,74488288
"1432","Must love Dogs",1997,"men","men","FAIL",50793334,63701899,85470471
"1433","My Best Friend&#39;s Wedding",1997,"men-disagree","men","FAIL",66756954,184036082,433809062
"1434","Orgazmo",1997,"notalk","notalk","FAIL",1451238,844655,910343
"1435","Scream 2",1997,"ok","ok","PASS",34829715,147102287,147102287
"1436","Selena",1997,"ok","ok","PASS",29024763,51446556,51446556
"1437","Smilla&#39;s Sense of Snow",1997,"ok","ok","PASS",50793334,3224642,3224642
"1438","Spawn",1997,"ok","ok","PASS",58049525,79789061,127636188
"1439","Starship Troopers",1997,"ok","ok","PASS",145123812,79482791,175744937
"1440","The Devil&#39;s Advocate",1997,"ok","ok","PASS",82720573,88536300,222050207
"1441","The Fifth Element",1997,"notalk-disagree","notalk","FAIL",137867622,92256459,382981741
"1442","The Game",1997,"notalk","notalk","FAIL",72561906,70044851,70044851
"1443","The Lost World: Jurassic Park",1997,"dubious","dubious","FAIL",108842859,332459322,1141669701
"1444","The Peacemaker",1997,"dubious","dubious","FAIL",72561906,59882642,91380645
"1445","The Postman",1997,"notalk","notalk","FAIL",116099050,25615375,25615375
"1446","Titanic",1997,"ok","ok","PASS",290247625,955890356,3171930973
"1447","Volcano",1997,"ok","ok","PASS",130611431,69001723,174293699
"1448","August",1996,"dubious","dubious","FAIL",5049561,18767,18767
"1449","Bound",1996,"ok","ok","PASS",6683242,5646983,10412962
"1450","Broken Arrow",1996,"nowomen","nowomen","FAIL",96535720,104920957,220318272
"1451","Chain Reaction",1996,"notalk","notalk","FAIL",81684071,31524414,89420791
"1452","DragonHeart",1996,"men","men","FAIL",84654401,76285021,154998762
"1453","Emma",1996,"ok","ok","PASS",8762473,33017679,56186252
"1454","Escape from L.A.",1996,"notalk","notalk","FAIL",74258246,37763082,37763082
"1455","Eye for an Eye",1996,"ok","ok","PASS",29703299,39791578,39791578
"1456","Fargo",1996,"ok-disagree","ok","PASS",10396154,36487162,76047227
"1457","Freeway",1996,"ok","ok","PASS",4455495,438856,438856
"1458","From Dusk Till Dawn",1996,"notalk","notalk","FAIL",29703299,38211750,38211750
"1459","Hamlet",1996,"notalk-disagree","notalk","FAIL",2970330,2342531,3593608
"1460","Harriet the Spy",1996,"ok","ok","PASS",19307144,39460903,39460903
"1461","Independence Day",1996,"ok","ok","PASS",111387369,454711839,1213975115
"1462","Jingle All the Way",1996,"notalk","notalk","FAIL",89109896,89989691,192822510
"1463","Kingpin",1996,"notalk","notalk","FAIL",37129123,37163912,47857099
"1464","Love and Other Catastrophes",1996,"ok","ok","PASS",371291,315278,1103798
"1465","Mars Attacks!",1996,"ok","ok","PASS",118813194,56096190,150552679
"1466","Mission: Impossible",1996,"notalk-disagree","notalk","FAIL",118813194,268787949,679757008
"1467","Romeo + Juliet",1996,"dubious","dubious","FAIL",21534891,68820654,219124769
"1468","Scream",1996,"ok","ok","PASS",22277474,153041290,257002834
"1469","Secrets &amp; Lies",1996,"ok","ok","PASS",6683242,19926891,19926891
"1470","Set It Off",1996,"ok","ok","PASS",13366484,53538871,53538871
"1471","Space Jam",1996,"notalk","notalk","FAIL",118813194,134353268,371588265
"1472","Spy Hard",1996,"notalk","notalk","FAIL",26732969,40004796,40004796
"1473","Star Trek: First Contact",1996,"ok-disagree","ok","PASS",68317587,136676591,222774739
"1474","Striptease",1996,"dubious","dubious","FAIL",74258246,49173429,168283656
"1475","That Thing You Do!",1996,"ok","ok","PASS",3712912,38402527,51323462
"1476","The Cable Guy",1996,"notalk","notalk","FAIL",69802752,89466773,152713266
"1477","The Craft",1996,"ok","ok","PASS",22277474,36786742,82678338
"1478","The English Patient",1996,"ok","ok","PASS",51980772,116906798,344137032
"1479","The Fan",1996,"notalk","notalk","FAIL",81684071,27598768,27598768
"1480","The First Wives Club",1996,"ok","ok","PASS",44554948,156668864,269541399
"1481","The Glimmer Man",1996,"notalk","notalk","FAIL",66832422,30304554,54067193
"1482","The Hunchback of Notre Dame",1996,"notalk","notalk","FAIL",148516493,148722709,483421183
"1483","The Long Kiss Goodnight",1996,"notalk-disagree","notalk","FAIL",96535720,49675220,49675220
"1484","The Mirror Has Two Faces",1996,"ok","ok","PASS",62376927,61288998,61288998
"1485","The Rock",1996,"notalk","notalk","FAIL",111387369,199115335,499118651
"1486","Trainspotting",1996,"men","men","FAIL",4604011,24507872,35645124
"1487","Twister",1996,"ok","ok","PASS",130694514,359244145,736493287
"1488","Walking and Talking",1996,"ok","ok","PASS",1485165,1912120,2399710
"1489","When the Cat&#39;s Away",1996,"ok","ok","PASS",445549,2454193,3751503
"1490","Apollo 13",1995,"ok-disagree","ok","PASS",99370665,263057839,510765217
"1491","Assassins",1995,"notalk","notalk","FAIL",76438973,46331600,127356911
"1492","Batman Forever",1995,"notalk","notalk","FAIL",152877946,281342983,514478842
"1493","Before Sunrise",1995,"nowomen","nowomen","FAIL",3821949,8062791,8062791
"1494","Braveheart",1995,"men-disagree","men","FAIL",110072121,115492633,319514907
"1495","Casino",1995,"men-disagree","men","FAIL",79496532,64878801,168777252
"1496","Casper",1995,"ok","ok","PASS",84082870,153379682,431574441
"1497","Clueless",1995,"ok","ok","PASS",20944279,86526587,86526587
"1498","Congo",1995,"nowomen","nowomen","FAIL",76438973,123865278,232408620
"1499","Copycat",1995,"dubious","dubious","FAIL",30575589,49000312,49000312
"1500","Die Hard: With a Vengeance",1995,"notalk","notalk","FAIL",137590151,152897054,557210677
"1501","Four rooms",1995,"notalk","notalk","FAIL",6115118,6575280,6575280
"1502","Home for the holidays",1995,"ok","ok","PASS",30575589,26706076,33815484
"1503","Jumanji",1995,"ok","ok","PASS",99370665,153578601,401699506
"1504","Mallrats",1995,"notalk-disagree","notalk","FAIL",9325555,3223228,3223228
"1505","Mortal Kombat",1995,"notalk","notalk","FAIL",30575589,107676871,186714768
"1506","Outbreak",1995,"ok","ok","PASS",76438973,103687285,103687285
"1507","Pocahontas",1995,"ok-disagree","ok","PASS",84082870,216444248,530639350
"1508","Pride and Prejudice",1995,"ok-disagree","ok","PASS",42805825,58663337,184857731
"1509","Sabrina",1995,"ok","ok","PASS",88669209,81725980,133156691
"1510","Safe",1995,"ok","ok","PASS",50449722,26206460,63437029
"1511","Se7en",1995,"notalk","notalk","FAIL",45863384,153070026,501631742
"1512","Sense and Sensibility",1995,"ok","ok","PASS",25224861,65727998,206375709
"1513","Showgirls",1995,"ok","ok","PASS",61151178,31111815,57712577
"1514","Species",1995,"dubious","dubious","FAIL",53507281,91810008,173293953
"1515","Tank Girl",1995,"ok","ok","PASS",38219486,6213469,6213469
"1516","The American President",1995,"ok","ok","PASS",94784326,91761643,164837302
"1517","The Bridges of Madison County",1995,"ok","ok","PASS",33633148,109333135,268326198
"1518","The Incredibly True Adventures of Two Girls in Love",1995,"ok","ok","PASS",382195,3379226,3787024
"1519","The Net",1995,"ok","ok","PASS",33633148,77389465,168963355
"1520","The Quick and the Dead",1995,"notalk-disagree","notalk","FAIL",48920943,28362620,28362620
"1521","The Usual Suspects",1995,"notalk","notalk","FAIL",9172677,35684110,52665468
"1522","Toy Story",1995,"notalk-disagree","notalk","FAIL",45863384,293190647,557286202
"1523","Twelve Monkeys",1995,"notalk","notalk","FAIL",44334604,87356689,258121354
"1524","Waterworld",1995,"nowomen-disagree","nowomen","FAIL",267536405,134909008,403974193
"1525","Welcome to the Dollhouse",1995,"ok","ok","PASS",1223024,6418026,7697090
"1526","Ace Ventura: Pet Detective",1994,"men","men","FAIL",18859976,113501532,168509796
"1527","Beverly Hills Cop III",1994,"nowomen","nowomen","FAIL",78583235,66932266,187312473
"1528","Clerks.",1994,"notalk","notalk","FAIL",42435,4830398,6120440
"1529","Crooklyn",1994,"ok","ok","PASS",22003306,20469628,20469628
"1530","Dumb &amp; Dumber",1994,"men","men","FAIL",25146635,199877046,387258182
"1531","Ed Wood",1994,"ok","ok","PASS",28289965,9160394,9160394
"1532","Forrest Gump",1994,"notalk-disagree","notalk","FAIL",86441558,518169206,1067789822
"1533","Legends of the Fall",1994,"ok","ok","PASS",47149941,104519746,252256228
"1534","Little Women",1994,"ok","ok","PASS",23574970,78588426,78588426
"1535","Naked Gun 33 1/3: The Final Insult",1994,"men","men","FAIL",47149941,80220683,80220683
"1536","Police Academy: Mission to Moscow",1994,"notalk","notalk","FAIL",15716647,198418,198418
"1537","Priest",1994,"ok","ok","PASS",94299882,45793007,132261912
"1538","Pulp Fiction",1994,"ok-disagree","ok","PASS",12573318,169627825,334652619
"1539","Speed",1994,"ok","ok","PASS",47149941,190561429,445095443
"1540","Stargate",1994,"notalk","notalk","FAIL",86441558,112477236,308935323
"1541","Street Fighter",1994,"ok","ok","PASS",55008264,52529749,156259619
"1542","The Client",1994,"ok","ok","PASS",70724911,144774225,184851675
"1543","The Hudsucker Proxy",1994,"notalk","notalk","FAIL",62866588,4426622,23477761
"1544","The Lion King",1994,"notalk-disagree","notalk","FAIL",124633011,664468621,1497608078
"1545","The Mask",1994,"notalk","notalk","FAIL",28289965,188474233,552628944
"1546","The Santa Clause",1994,"notalk","notalk","FAIL",34576623,227629474,298301960
"1547","The Shadow",1994,"nowomen","nowomen","FAIL",62866588,50034889,50034889
"1548","The Shawshank Redemption",1994,"nowomen-disagree","nowomen","FAIL",39291617,44386120,44386120
"1549","The Specialist",1994,"notalk","notalk","FAIL",70724911,90154744,90154744
"1550","Timecop",1994,"notalk","notalk","FAIL",44006612,70494790,160394011
"1551","True Lies",1994,"notalk-disagree","notalk","FAIL",157166470,229906901,574129115
"1552","Cliffhanger",1993,"notalk","notalk","FAIL",104809829,135525899,411177020
"1553","Cool Runnings",1993,"notalk-disagree","notalk","FAIL",22574425,111027894,250021852
"1554","Dazed and Confused",1993,"ok-disagree","ok","PASS",11125966,12820482,12820482
"1555","Gettysburg",1993,"nowomen","nowomen","FAIL",40311473,17304904,17304904
"1556","Groundhog Day",1993,"men-disagree","men","FAIL",23541900,114334580,114334580
"1557","Hocus Pocus",1993,"ok","ok","PASS",45148849,63467174,63467174
"1558","Jurassic Park",1993,"ok-disagree","ok","PASS",101584911,638063379,1669905770
"1559","Mrs. Doubtfire",1993,"ok","ok","PASS",40311473,353443011,711555544
"1560","Pieces of April",1993,"ok","ok","PASS",483738,4077367,5789647
"1561","Schindler&#39;s List",1993,"ok","ok","PASS",40311473,154904378,518188770
"1562","Super Mario Bros.",1993,"dubious","dubious","FAIL",67723274,33611556,33611556
"1563","The Age of Innocence",1993,"ok","ok","PASS",54823603,51622860,51622860
"1564","The Fugitive",1993,"men","men","FAIL",70948192,296492106,570351412
"1565","The Princess and the Cobbler",1993,"nowomen","nowomen","FAIL",38699014,1079180,1079180
"1566","The Remains of the Day",1993,"nowomen-disagree","nowomen","FAIL",24186884,37013943,103124758
"1567","Tombstone",1993,"ok","ok","PASS",40311473,91112095,91112095
"1568","A Few Good Men",1992,"notalk","notalk","FAIL",54791459,234673774,392672121
"1569","A League of Their Own",1992,"ok","ok","PASS",66413889,178543655,219896498
"1570","Aladdin",1992,"nowomen","nowomen","FAIL",46489723,360876835,836898388
"1571","Alien 3",1992,"nowomen-disagree","nowomen","FAIL",91319098,91198182,263165037
"1572","Army of Darkness",1992,"men-disagree","men","FAIL",18263820,19098934,35702407
"1573","Batman Returns",1992,"nowomen-disagree","nowomen","FAIL",132827779,270360376,443020974
"1574","Buffy the Vampire Slayer",1992,"ok","ok","PASS",11622431,23629512,23629512
"1575","Death Becomes Her",1992,"ok","ok","PASS",91319098,97001885,247429345
"1576","El Mariachi",1992,"nowomen","nowomen","FAIL",11622,3388636,3390310
"1577","Glengarry Glen Ross",1992,"nowomen","nowomen","FAIL",20754340,17807603,17807603
"1578","Hero",1992,"notalk","notalk","FAIL",69734584,32355474,110889898
"1579","Home Alone 2: Lost in New York",1992,"notalk","notalk","FAIL",33206945,288212232,596056107
"1580","Malcolm X",1992,"dubious","dubious","FAIL",58112153,79978777,79978777
"1581","My Cousin Vinny",1992,"notalk","notalk","FAIL",18263820,87880798,87880798
"1582","Reservoir Dogs",1992,"nowomen","nowomen","FAIL",1992417,4702152,4702152
"1583","The Crying Game",1992,"men","men","FAIL",6641389,103849232,103849232
"1584","The Mighty Ducks",1992,"notalk","notalk","FAIL",16603472,84266502,84266502
"1585","The Muppet Christmas Carol",1992,"notalk-disagree","notalk","FAIL",19924167,45296775,45296775
"1586","The Player",1992,"ok","ok","PASS",13282778,36039665,47945352
"1587","Wayne&#39;s World",1992,"notalk","notalk","FAIL",33206945,202059814,304005134
"1588","Beauty and the Beast",1991,"ok-disagree","ok","PASS",34216807,374591278,772310338
"1589","Bill &amp; Ted&#39;s Bogus Journey",1991,"notalk","notalk","FAIL",34216807,64220970,64220970
"1590","Hook",1991,"men","men","FAIL",119758826,204710301,514714575
"1591","Hudson Hawk",1991,"ok","ok","PASS",111204624,29458817,29458817
"1592","Robin Hood: Prince of Thieves",1991,"dubious","dubious","FAIL",85542018,283133658,668083163
"1593","Slacker",1991,"ok","ok","PASS",39349,2100070,2100070
"1594","Star Trek VI: The Undiscovered Country",1991,"men-disagree","men","FAIL",46192690,128123117,165780431
"1595","Teenage Mutant Ninja Turtles II: The Secret of the Ooze",1991,"ok","ok","PASS",42771009,134569251,134569251
"1596","Terminator 2: Judgement Day",1991,"dubious","dubious","FAIL",171084037,350481895,884189932
"1597","The Addams Family",1991,"ok","ok","PASS",51325211,194184224,327629772
"1598","The Naked Gun 2 1/2: The Smell of Fear",1991,"notalk","notalk","FAIL",39349328,148724056,148724056
"1599","The Silence of the Lambs",1991,"ok-disagree","ok","PASS",34216807,223652543,471724395
"1600","White Fang",1991,"notalk","notalk","FAIL",23951765,59415931,59415931
"1601","Back to the Future Part III",1990,"notalk","notalk","FAIL",71319016,156307443,434511105
"1602","Child&#39;s Play 2",1990,"ok","ok","PASS",23178680,47970190,60918157
"1603","Dark Angel (I Come in Peace)",1990,"nowomen","nowomen","FAIL",12480828,7796169,7796169
"1604","Die Hard 2",1990,"dubious-disagree","dubious","FAIL",124808278,209185588,427582507
"1605","Edward Scissorhands",1990,"ok","ok","PASS",35659508,96239640,96239640
"1606","Flatliners",1990,"ok","ok","PASS",46357360,109310929,109310929
"1607","Ghost",1990,"men-disagree","men","FAIL",39225459,388031265,922868068
"1608","Goodfellas",1990,"men-disagree","men","FAIL",44574385,83343062,83343062
"1609","Home Alone",1990,"men-disagree","men","FAIL",26744631,509505267,849917050
"1610","Nikita",1990,"ok","ok","PASS",12480828,8946919,8946919
"1611","Predator 2",1990,"men","men","FAIL",62404139,50489429,97650742
"1612","Pretty Woman",1990,"ok","ok","PASS",24961656,318093987,771396947
"1613","The Hunt for Red October",1990,"notalk","notalk","FAIL",53489262,215222722,357486568
"1614","Total Recall",1990,"notalk","notalk","FAIL",222871925,104977970,354127435
"1615","Tremors",1990,"ok","ok","PASS",17829754,29717001,29717001
"1616","Back to the Future Part II",1989,"ok","ok","PASS",75183554,222637302,624023495
"1617","Batman",1989,"notalk","notalk","FAIL",65785609,472131898,773166847
"1618","Bill &amp; Ted&#39;s Excellent Adventure",1989,"men","men","FAIL",18795888,76095227,76095227
"1619","Dead Poets Society",1989,"notalk","notalk","FAIL",30825257,180177604,450161527
"1620","Henry V",1989,"ok","ok","PASS",16916300,19098688,19098688
"1621","Indiana Jones and the Last Crusade",1989,"nowomen-disagree","nowomen","FAIL",90220264,370601926,891248035
"1622","Licence to Kill",1989,"men","men","FAIL",78942731,65159735,293529779
"1623","Major League",1989,"notalk","notalk","FAIL",20675477,93590469,93590469
"1624","Road House",1989,"notalk","notalk","FAIL",18795888,56481697,56481697
"1625","Sex, Lies, and Videotape",1989,"men-disagree","men","FAIL",2255507,46504161,69059227
"1626","Star Trek V: The Final Frontier",1989,"notalk","notalk","FAIL",56387665,98133425,131947137
"1627","The Abyss",1989,"ok-disagree","ok","PASS",131571219,101954772,101954772
"1628","Troop Beverly Hills",1989,"ok","ok","PASS",33832599,13515193,13515193
"1629","UHF",1989,"notalk","notalk","FAIL",9397944,11572924,11572924
"1630","Action Jackson",1988,"notalk","notalk","FAIL",13787529,39899139,39899139
"1631","Akira",1988,"notalk","notalk","FAIL",15757176,38576,38576
"1632","Beetle Juice",1988,"ok","ok","PASS",29544705,144427648,144427648
"1633","Bloodsport",1988,"notalk","notalk","FAIL",2954471,23253887,23253887
"1634","Child&#39;s Play",1988,"ok","ok","PASS",17726823,65480292,87051866
"1635","Dangerous Liaisons",1988,"ok","ok","PASS",27575058,68346751,68346751
"1636","Die Hard",1988,"ok-disagree","ok","PASS",55150116,160231261,273996307
"1637","Midnight Run",1988,"men","men","FAIL",59089410,75661244,160749995
"1638","My Stepmother Is an Alien",1988,"ok","ok","PASS",31514352,27287490,27287490
"1639","Mystic Pizza",1988,"ok","ok","PASS",11817882,25198114,25198114
"1640","Poltergeist III",1988,"ok","ok","PASS",18711647,27799598,27799598
"1641","Rain Man",1988,"notalk","notalk","FAIL",49241175,340405101,813070285
"1642","Scrooged",1988,"ok","ok","PASS",63028704,118825964,118825964
"1643","The Land Before Time",1988,"ok","ok","PASS",24226658,94725930,161457571
"1644","The Last Temptation of Christ",1988,"men","men","FAIL",13787529,16493007,16493007
"1645","They Live",1988,"nowomen-disagree","nowomen","FAIL",7878588,25605411,25605411
"1646","Twins",1988,"men","men","FAIL",29544705,220475172,426625542
"1647","Who Framed Roger Rabbit",1988,"notalk","notalk","FAIL",137875291,303547209,692330924
"1648","Young Guns",1988,"notalk","notalk","FAIL",25605411,88095701,88095701
"1649","Beverly Hills Cop II",1987,"notalk","notalk","FAIL",41007948,315074388,567273267
"1650","Evil Dead II",1987,"dubious-disagree","dubious","FAIL",7176391,12144594,12144594
"1651","Fatal Attraction",1987,"dubious","dubious","FAIL",28705563,321185920,656332204
"1652","Good Morning, Vietnam",1987,"notalk","notalk","FAIL",26655166,254090104,254090104
"1653","Hellraiser",1987,"ok","ok","PASS",2050397,29861988,29861988
"1654","Lethal Weapon",1987,"notalk-disagree","notalk","FAIL",30755961,133670224,246442080
"1655","Predator",1987,"nowomen","nowomen","FAIL",36907153,122481612,201487544
"1656","Radio Days",1987,"notalk","notalk","FAIL",32806358,30331075,30331075
"1657","RoboCop",1987,"notalk","notalk","FAIL",246047687,112289613,454321579
"1658","Spaceballs",1987,"dubious-disagree","dubious","FAIL",46544021,78160088,78160088
"1659","Superman IV: The Quest for Peace",1987,"ok","ok","PASS",34856756,23021501,23021501
"1660","The Last Emperor",1987,"dubious","dubious","FAIL",51259935,90184679,90184679
"1661","The Lost Boys",1987,"notalk","notalk","FAIL",17428378,66069067,66069067
"1662","The Princess Bride",1987,"men-disagree","men","FAIL",30755961,63269112,63269112
"1663","Aliens",1986,"ok-disagree","ok","PASS",36104000,180860331,389321020
"1664","Crocodile Dundee",1986,"dubious","dubious","FAIL",10618824,371241520,696594829
"1665","Highlander",1986,"ok-disagree","ok","PASS",33980236,12530212,27396565
"1666","Howard The Duck",1986,"dubious","dubious","FAIL",63712942,34608390,34608390
"1667","Little Shop of Horrors",1986,"notalk-disagree","notalk","FAIL",63712942,82290329,82290329
"1668","Peggy Sue Got Married",1986,"ok","ok","PASS",38227765,87887418,87887418
"1669","Platoon",1986,"nowomen","nowomen","FAIL",12742588,293001649,293001649
"1670","Stand By Me",1986,"nowomen","nowomen","FAIL",16990118,111046165,111046165
"1671","The Clan of the Cave Bear",1986,"ok","ok","PASS",31856471,4149267,4149267
"1672","Top Gun",1986,"men","men","FAIL",31856471,381854174,757760530
"1673","Back to the Future",1985,"notalk-disagree","notalk","FAIL",41136059,455981879,831110482
"1674","Brazil",1985,"ok","ok","PASS",32475836,21497131,21497131
"1675","Commando",1985,"notalk","notalk","FAIL",21650558,75937118,75937118
"1676","Day of the Dead",1985,"nowomen","nowomen","FAIL",38971004,NA,NA
"1677","Ladyhawke",1985,"nowomen","nowomen","FAIL",43301115,39837026,39837026
"1678","Legend",1985,"dubious","dubious","FAIL",54126394,33562937,33562937
"1679","My Beautiful Laundrette",1985,"men","men","FAIL",866022,NA,NA
"1680","Red Sonja",1985,"ok","ok","PASS",38754498,14951574,14951574
"1681","Return to Oz",1985,"ok","ok","PASS",58456506,22990322,22990322
"1682","The Color Purple",1985,"ok","ok","PASS",32475836,202626921,202626921
"1683","A nightmare on Elm Street",1984,"men-disagree","men","FAIL",78450540,141379105,263884353
"1684","Amadeus",1984,"ok-disagree","ok","PASS",40345992,116494634,116494634
"1685","Beverly Hills Cop",1984,"nowomen","nowomen","FAIL",33621660,526202467,708968739
"1686","Body Double",1984,"men","men","FAIL",22414440,19729056,19729056
"1687","Conan the Destroyer",1984,"dubious","dubious","FAIL",40345992,59174122,59174122
"1688","Dune",1984,"dubious-disagree","dubious","FAIL",100864980,61521969,61521969
"1689","Friday the 13th Part IV: The Final Chapter",1984,"ok","ok","PASS",5827754,73924796,73924796
"1690","Ghostbusters",1984,"notalk-disagree","notalk","FAIL",67243320,534880544,653677077
"1691","Gremlins",1984,"notalk-disagree","notalk","FAIL",24655884,332111304,332111304
"1692","Indiana Jones and the Temple of Doom",1984,"nowomen","nowomen","FAIL",62760432,403191555,746580777
"1693","Police Academy",1984,"dubious","dubious","FAIL",10086498,182002774,182002774
"1694","Repo Man",1984,"men","men","FAIL",3362166,5155321,5155321
"1695","Splash",1984,"notalk","notalk","FAIL",17931552,140313263,140313263
"1696","Star Trek III: The Search for Spock",1984,"notalk","notalk","FAIL",40345992,171405568,195005629
"1697","The Karate Kid",1984,"ok","ok","PASS",89657760,395820224,804883755
"1698","The Terminator",1984,"men-disagree","men","FAIL",14345242,85217529,174875289
"1699","Flashdance",1983,"ok","ok","PASS",16375486,211626424,471294841
"1700","Star Wars: Episode VI - Return of the Jedi",1983,"nowomen-disagree","nowomen","FAIL",76029041,723340482,1339748672
"1701","Superman III",1983,"ok","ok","PASS",91234849,140245796,140245796
"1702","Videodrome",1983,"men","men","FAIL",13923842,4960460,4960460
"1703","WarGames",1983,"notalk","notalk","FAIL",28072261,174127177,174127177
"1704","Blade Runner",1982,"notalk","notalk","FAIL",67571504,78808471,79974780
"1705","Cat People",1982,"ok","ok","PASS",30165850,16892876,50678628
"1706","Conan the Barbarian",1982,"notalk","notalk","FAIL",48265360,92341492,190923490
"1707","Diner",1982,"notalk","notalk","FAIL",12066340,30390060,30390060
"1708","E.T.: The Extra-Terrestrial",1982,"dubious","dubious","FAIL",25339314,1050038377,1913637848
"1709","Fast Times at Ridgemont High",1982,"men","men","FAIL",10859706,65382380,65382380
"1710","First Blood",1982,"nowomen","nowomen","FAIL",33785752,113937390,302172295
"1711","Friday the 13th Part III",1982,"dubious","dubious","FAIL",5429853,88542965,88542965
"1712","Poltergeist",1982,"ok","ok","PASS",25821968,180285645,293709241
"1713","Porky&#39;s",1982,"men","men","FAIL",9653072,264234708,264234708
"1714","Star Trek: The Wrath of Khan",1982,"dubious-disagree","dubious","FAIL",28959216,192851397,233604343
"1715","The Best Little Whorehouse in Texas",1982,"ok","ok","PASS",49471994,168208730,168208730
"1716","Tootsie",1982,"notalk-disagree","notalk","FAIL",36199020,427631090,427631090
"1717","TRON",1982,"nowomen-disagree","nowomen","FAIL",41025556,64961738,64961738
"1718","Das Boot",1981,"nowomen","nowomen","FAIL",30742635,29430119,217684336
"1719","Escape from New York",1981,"nowomen-disagree","nowomen","FAIL",15371317,64674049,64674049
"1720","Friday the 13th Part 2",1981,"notalk","notalk","FAIL",3202358,55651281,55651281
"1721","Halloween II",1981,"ok","ok","PASS",6404716,65414737,65414737
"1722","Heavy Metal",1981,"notalk","notalk","FAIL",23825542,50138908,50138908
"1723","History of the World: Part I",1981,"notalk-disagree","notalk","FAIL",28180748,81140060,81140060
"1724","Raiders of the Lost Ark",1981,"nowomen-disagree","nowomen","FAIL",51237724,635757611,998945973
"1725","The Evil Dead",1981,"notalk","notalk","FAIL",960707,6148527,75319455
"1726","Time Bandits",1981,"notalk","notalk","FAIL",30742635,95814545,95814545
"1727","Airplane!",1980,"dubious","dubious","FAIL",9897188,235987236,235987236
"1728","Can&#39;t Stop the Music",1980,"ok","ok","PASS",56555357,5655536,5655536
"1729","Fame",1980,"ok","ok","PASS",50899822,63498970,220444178
"1730","Flash Gordon",1980,"dubious","dubious","FAIL",98971875,76655018,76655018
"1731","Friday the 13th",1980,"men-disagree","men","FAIL",48072054,183810620,259308493
"1732","Heaven&#39;s Gate",1980,"nowomen","nowomen","FAIL",124421786,9852879,9852879
